[19, 0, 0, 142]
[69, 49, 55, 654]
[90, 58, 67, 658]
[8, 16, 35, 0]
[36, 57, 62, 656]
[7, 32, 0, 50]
[54, 0, 19, 0]
[261, 25, 18, 665]
[253, 23, 15, 661]
[263, 18, 13, 660]
